ticker,date,open,high,low,close,volume,vwap,transactions,turnover
600276,2026-05-06,53.76,53.89,53.18,53.41,66574753.0,,,0.010436546365777327
600276,2026-05-07,53.66,54.21,53.18,53.46,62345182.0,,,0.009773500513412735
600276,2026-05-08,53.66,53.7,52.47,52.59,80241465.0,,,0.012578999278155768
600276,2026-05-11,52.59,53.57,51.91,53.3,102306339.0,,,0.016037984406587782
600276,2026-05-12,53.31,58.63,52.54,55.88,246539965.0,,,0.038648671753083626
600276,2026-05-13,55.88,57.03,55.43,55.63,132779072.0,,,0.020815021894754697
600276,2026-05-14,55.57,56.51,54.06,54.1,91722681.0,,,0.014378844380390011
600276,2026-05-15,53.86,55.43,53.53,53.77,76598895.0,,,0.012007974242650349
600276,2026-05-18,53.56,53.58,51.98,52.22,78660889.0,,,0.012331221344850707
600276,2026-05-19,52.09,52.69,51.12,51.38,69909453.0,,,0.010959308367852763
600276,2026-05-20,51.3,51.75,50.18,50.74,82704641.0,,,0.012965137406690318
600276,2026-05-21,50.82,52.58,50.67,51.24,99402491.0,,,0.015582764628435998
600276,2026-05-22,51.34,51.37,50.2,50.26,67761985.0,,,0.01062266199154517
600276,2026-05-25,49.81,49.82,48.82,49.23,83835491.0,,,0.013142414346159238
600276,2026-05-26,48.88,49.97,48.6,49.0,71374551.0,,,0.011188983470175825
600276,2026-05-27,48.88,51.3,48.45,50.37,96115293.0,,,0.015067449245433519
600276,2026-05-28,50.06,50.58,47.85,48.0,97869676.0,,,0.015342473916164652
600276,2026-05-29,48.02,50.52,47.62,50.19,130040460.0,,,0.02038570522698014
600276,2026-06-01,50.32,51.2,49.0,49.17,94665292.0,,,0.014840140814158926
600276,2026-06-02,48.82,49.1,47.9,48.4,61144312.0,,,0.009585246935749877
600276,2026-06-03,48.1,48.18,47.2,47.2,81536421.0,,,0.012782002184312123
600276,2026-06-04,47.0,47.88,46.51,46.63,63924885.0,,,0.010021141591460107
600276,2026-06-05,47.48,48.72,47.0,47.08,93026396.0,,,0.014583220385288736
600276,2026-06-08,46.6,47.72,45.55,45.94,68421068.0,,,0.010725982694641065
600276,2026-06-09,46.34,46.6,45.26,46.38,62128609.0,,,0.009739549592767554
600276,2026-06-10,46.1,47.38,45.91,47.01,62157553.0,,,0.009744086979455432
600276,2026-06-11,46.7,47.2,46.22,46.98,47337364.0,,,0.0074208100211754216
600276,2026-06-12,47.2,48.95,46.56,48.49,100299020.0,,,0.015723308393979733
600276,2026-06-15,48.44,48.8,47.62,47.88,66940790.0,,,0.010493927909830371
600276,2026-06-16,47.6,48.09,47.14,47.35,50293459.0,,,0.007884220265132955
600276,2026-06-17,47.37,47.66,46.78,46.99,51823862.0,,,0.008124132861846978
600276,2026-06-18,46.99,49.5,46.61,48.42,118592836.0,,,0.018591126152026828
600276,2026-06-22,48.2,49.41,47.3,49.36,94632110.0,,,0.014834939060252168
600276,2026-06-23,49.18,50.92,48.8,48.98,107582714.0,,,0.01686513178377337
600276,2026-06-24,48.98,51.36,48.93,50.25,135881224.0,,,0.02130132866605716
600276,2026-06-25,49.86,50.8,48.66,50.04,105138605.0,,,0.016481982680666467
600276,2026-06-26,50.46,50.73,48.62,48.67,74961679.0,,,0.011751317177849935
600276,2026-06-29,49.01,53.31,48.43,52.93,172756167.0,,,0.02708200429777743
600276,2026-06-30,52.97,53.45,51.7,52.04,114641266.0,,,0.017971660939401633
600276,2026-07-01,51.61,54.08,50.22,53.78,156930827.0,,,0.0246011555191993
600276,2026-07-02,53.8,55.45,53.09,53.49,132023817.0,,,0.02069662485277866
